Classifier;Rounds;Precision;Recall;F-score;Support;Accuracy;Next version;
d_tree;20;0.9720930232558139;1.0;0.9858490566037736;209.0;0.976;release-1.2.1;
d_tree;21;0.9719626168224299;1.0;0.985781990521327;208.0;0.9759036144578314;release-0.23.8;
d_tree;22;0.971830985915493;1.0;0.9857142857142858;207.0;0.9758064516129032;release-0.17.2;
d_tree;23;0.9716981132075472;1.0;0.985645933014354;206.0;0.9757085020242915;release-0.23.1-rc2;
d_tree;24;0.9715639810426541;1.0;0.9855769230769231;205.0;0.975609756097561;release-2.0.2-alpha-rc1;
d_tree;25;0.9714285714285714;1.0;0.9855072463768115;204.0;0.9755102040816327;release-0.23.4-rc0;
d_tree;26;0.9712918660287081;1.0;0.9854368932038834;203.0;0.9754098360655737;release-3.0.0-beta1-RC0;
d_tree;27;0.9712918660287081;1.0;0.9854368932038834;203.0;0.9753086419753086;release-0.23.4-rc1;
d_tree;28;0.9711538461538461;1.0;0.9853658536585366;202.0;0.9752066115702479;release-2.1.0-beta-rc1;
d_tree;29;0.9710144927536232;1.0;0.9852941176470589;201.0;0.975103734439834;release-1.0.3;
d_tree;30;0.970873786407767;1.0;0.9852216748768473;200.0;0.975;YARN-5355-2017-04-25;
